 pcapture.data.selectmodel.males
    width station    num.b meas.b     num.n meas.n depth netwidth temp      phi      area.n   area.b
296    65     J18    5.000      5    5.0000      5    69   17.010 -1.3 3.536167 0.013955533 0.001729
297    65     J19    3.000      3    9.0000      9    70   17.674 -1.4 3.383303 0.016108009 0.001967
298    65     J20    1.000      1   11.0000     11    70   17.531 -1.3 3.420390 0.014342088 0.001781
299    65     J21    3.000      3    3.7056      2    74   21.313 -0.7 3.782849 0.017883537 0.001866
300    65     J22    2.000      2    4.0000      4    86   17.659  1.2 4.363528 0.014132744 0.002204
301    65     J23    4.000      4   10.0000     10    98   17.654  2.0 4.825663 0.014478744 0.002223
302    65     J24   22.000     22    1.0000      1   104   17.238  2.2 4.898352 0.010564225 0.001779
303    65     J25   11.000     11    3.0000      3   108   18.310  2.8 4.497125 0.016933220 0.002364
304    65  JI2019    3.000      3   15.0000     15    66   16.210 -1.4 3.256648 0.013214119 0.001637
305    65  JI2120    0.000      0    5.0000      5    71   16.959 -1.1 3.396841 0.013854358 0.001986
306    65  JI2221    7.000      7    2.0000      2    77   17.237  0.3 3.883140 0.014156848 0.001922
307    65     K20    4.000      4    4.0000      4    69   17.227 -1.4 3.628744 0.014038138 0.001657
308    65     K21    3.000      3    6.0000      6    73   16.812 -1.2 4.014178 0.014244035 0.001774
309    65     K22    7.000      7    3.0000      3    84   17.182  0.3 4.584010 0.014312055 0.001790
310    65     K23    0.000      0    2.0000      2    95   17.373  1.8 5.003959 0.014136851 0.001984
311    65     K24    4.000      4    3.0000      3   102   17.068  2.5 5.064306 0.013814022 0.002303
312    65     K25    2.000      2    1.0000      1   109   17.441  2.8 4.726846 0.015656660 0.002086
313    65     L20   10.000     10   14.0000     14    67   17.602 -1.1 3.825626 0.014241084 0.001801
314    65     L21    8.000      8   26.0000     26    73   16.830 -1.4 4.260149 0.014195496 0.001732
315    65     L22   65.000     65   91.0000     91    82   17.487 -0.1 4.762806 0.014142943 0.001803
316    65     L23   15.000     15    7.0000      7    92   17.397  1.2 5.095623 0.014065082 0.001973
317    65     L24    7.000      7    2.0000      2   101   17.608  2.1 5.139559 0.014071393 0.002287
318    65     L25    2.000      2    2.0000      2   112   17.441  2.6 4.907496 0.014004040 0.002199
319    65     N20   10.000     10   54.8835     35    60   16.650 -1.2 4.226803 0.014014547 0.001513
320    65     N21   82.000     82  205.6338    138    68   16.959 -1.5 4.659263 0.013547802 0.001949
321    65     N22  119.000    119  392.6961     81    75   17.666 -1.5 4.932028 0.014704910 0.001568
322    65     N24   51.000     51  106.4462     23    87   17.360 -0.4 5.126624 0.013771977 0.002281
323    65     N25   53.000     53   37.3416     11   102   17.654  1.6 5.248365 0.014334626 0.002505
324    65     N26    8.000      8    5.0000      5   110   17.280  2.1 5.396135 0.014423914 0.002565
325    65     N27    1.000      1    0.0000      0   120   17.873  2.4 5.454663 0.014137261 0.002595
326    65     O20    5.000      5   15.3376      8    56   17.214 -1.4 4.336546 0.014288522 0.001493
327    65     O22   80.000     80  113.5602     39    72   18.317 -1.5 4.847791 0.015305537 0.001688
328    65     O24   38.000     38   73.6806     15    84   17.360 -1.1 4.952239 0.014338850 0.001958
329    65     O25   32.000     32   45.5764     12    95   17.654 -0.2 5.291280 0.014905952 0.001766
330    65     O26   11.000     11   27.0000     27   104   17.110  1.8 5.668705 0.013623533 0.001917
331    65     O27   26.000     26   30.0000     30   116   17.873  2.1 5.926751 0.014444706 0.002441
332    65  ON2524    8.000      8   24.6904     14    93   17.654  1.2 5.161146 0.014803010 0.001740
333    65  ON2625    9.000      9    7.0000      7   102   17.654  1.9 5.422878 0.014216243 0.001867
334    65     P20   30.000     15   63.4360     20    53   16.541 -1.3 4.417112 0.013527348 0.001825
335    65     P22   78.000     78  187.9689     57    69   17.975 -1.5 4.755803 0.014511419 0.001909
336    65     P24    0.000      0    7.0000      7    65   17.432 -1.0 4.740611 0.014347497 0.001689
337    65     P25    0.000      0    1.0000      1    75   17.444 -1.1 5.172185 0.005858907 0.001701
338    65     P26    6.000      6    3.0000      3    97   18.020  0.6 5.834477 0.014605540 0.002350
339    65     P27   10.000     10   15.0000     15   108   17.260  1.2 6.220015 0.014115351 0.001956
340    65     P30    0.000      0    1.0000      1   141   17.568  2.4 6.085942 0.013706497 0.002482
341    65     P31    7.000      7    3.0000      3   135   17.362  2.0 5.917210 0.013540714 0.002941
342    65     P32    2.000      2    0.0000      0   141   17.008  2.1 5.049571 0.012877846 0.002357
343    65  PO2423   20.000     20  140.8632     16    76   17.475 -1.3 4.763224 0.014601968 0.001967
344    65  PO2524   11.000     11    8.0000      8    80   17.738 -1.2 5.013459 0.014387317 0.001763
345    65  PO2625    8.000      8    5.0000      5    94   17.955 -0.3 5.502576 0.014673258 0.002079
346    65  PO2726   10.000     10   16.0000     16   106   17.782  1.3 5.964651 0.014091204 0.002411
347    65     Q20   15.080      5   18.9164      4    53   16.401 -1.5 4.688582 0.013183330 0.001657
348    65     Q25    0.000      0    1.0000      1    63   17.533  0.0 5.212280 0.006895825 0.001558
349    65     Q26  117.072     15  124.7034      2    90   19.413 -0.2 5.945693 0.015632713 0.002159
350    65     Q30    3.000      3    7.0000      7   137   18.040  2.1 6.254995 0.014274615 0.002419
351    65     Q31    2.000      2    3.0000      3   147   18.040  2.0 6.005222 0.014006375 0.002255
352    65  QP2524    0.000      0    1.0000      1    60   16.227  0.5 4.899939 0.009324872 0.001514
353    65  QP2625   11.000     11    4.0000      4    87   17.674  0.4 5.642188 0.013995314 0.001856
354    65  QP2726   26.000     26  117.0592     13   100   18.343  0.6 6.156088 0.014455544 0.002417
355    65     R22   61.907     31  276.2886     33    62   18.679 -1.6 5.324870 0.015313941 0.001636
356    65     R26   10.190      2   85.2513      3    86   17.189 -0.8 5.983782 0.013350664 0.002373
357    65     R29  143.600     16  251.3824     16   118   17.438  1.7 6.378360 0.014067725 0.002035
358    65     R30   32.000     32   50.0835     15   129   18.040  2.0 6.348532 0.014479741 0.002400
359    65     R31   13.000     13   15.0000     15   147   18.177  2.0 6.085079 0.014764589 0.002316
360    65     R32    2.000      2    2.0000      2   162   18.177  2.5 5.085583 0.014663897 0.002538
361    65     S22    6.370      2   51.8964      3    60   18.326 -1.4 6.151658 0.014965762 0.001771
362    65     S28   35.584      8   76.2164      2   102   16.785  1.0 6.443201 0.013340289 0.002063
363    65     S29  133.280     16  403.3348      4   111   16.760  1.7 6.394497 0.013452353 0.002414
364    65     S30  131.994     18  248.4772      4   122   17.873  1.9 6.390598 0.013897558 0.001952
365    65     S31  204.015     29  466.4492     28   132   18.040  2.1 6.093261 0.014232538 0.002154
366    65     T25   16.704      8   47.8770      6    73   18.980 -1.4 5.657105 0.015671389 0.001628
367    65     T30   86.247      9  476.6607      3   117   17.873  1.8 6.407145 0.013954879 0.001966
368    65     U25   12.000     12  113.2332     12    70   17.280 -1.5 5.850253 0.014046061 0.001649
369    65     U26    3.000      3   35.1396      6    76   17.273 -1.4 5.880491 0.013934615 0.001589
370    65     V25   39.000     39   61.3072      8    62   16.656 -1.5 6.051012 0.013330029 0.001749
371    65     V26   12.000     12   71.0835      5    72   17.396 -1.5 5.803262 0.014551172 0.001544
372    75     F18    4.000      4    5.0000      5   107   17.882  2.3 3.309178 0.013930624 0.002155
373    75     F22   11.000     11    6.0000      6   113   17.814  3.7 3.661512 0.014656710 0.001968
374    75     G18    0.000      0   10.0000     10    81   17.730 -0.5 3.210886 0.015709323 0.001757
375    75     G22    1.000      1    0.0000      0    94   16.924  2.9 3.504983 0.014116886 0.002027
376    75  GF2221    2.000      2    1.0000      1   100   17.421  3.3 3.231405 0.014236860 0.002465
377    75     H18    2.000      2    1.0000      1    74   17.655 -0.7 3.312259 0.015714934 0.001505
378    75     H23    1.000      1    2.0000      2    99   17.653  3.5 4.207180 0.014313227 0.002664
379    75     I18    4.000      4   17.0000     17    71   17.168 -0.2 3.464881 0.014260350 0.001726
380    75     I21    1.000      1    2.0000      2    73   15.877 -0.3 3.407365 0.012535312 0.001424
381    75     I22    6.000      6    6.7220      5    84   16.847  1.8 3.995257 0.013787421 0.002207
382    75     I23   26.000     26   18.9098     13    99   17.100  2.8 4.531773 0.013869834 0.002579
383    75  IH2120    1.000      1    3.0000      3    69   19.724 -0.5 3.084691 0.013939450 0.001573
384    75  IH2221    0.000      0    1.0000      1    74   16.502  2.8 3.536010 0.013586867 0.001467
385    75     J18    0.000      0    5.0000      5    69   17.010 -1.3 3.536167 0.013955533 0.001729
386    75     J19    0.000      0    6.0000      6    70   17.674 -1.4 3.383303 0.016108009 0.001967
387    75     J20    2.000      2    8.0000      8    70   17.531 -1.3 3.420390 0.014342088 0.001781
388    75     J21    4.000      4    3.7056      2    74   21.313 -0.7 3.782849 0.017883537 0.001866
389    75     J22    2.000      2    5.0000      5    86   17.659  1.2 4.363528 0.014132744 0.002204
390    75     J23    6.000      6    8.0000      8    98   17.654  2.0 4.825663 0.014478744 0.002223
391    75     J24   26.000     26    4.0000      4   104   17.238  2.2 4.898352 0.010564225 0.001779
392    75     J25   10.000     10    1.0000      1   108   18.310  2.8 4.497125 0.016933220 0.002364
393    75  JI2019    1.000      1    9.0000      9    66   16.210 -1.4 3.256648 0.013214119 0.001637
394    75  JI2120    0.000      0    5.0000      5    71   16.959 -1.1 3.396841 0.013854358 0.001986
395    75  JI2221    2.000      2    4.0000      4    77   17.237  0.3 3.883140 0.014156848 0.001922
396    75     K20    3.000      3    3.0000      3    69   17.227 -1.4 3.628744 0.014038138 0.001657
397    75     K21    8.000      8    3.0000      3    73   16.812 -1.2 4.014178 0.014244035 0.001774
398    75     K22    5.000      5   13.0000     13    84   17.182  0.3 4.584010 0.014312055 0.001790
399    75     K23    7.000      7    7.0000      7    95   17.373  1.8 5.003959 0.014136851 0.001984
400    75     K24    6.000      6    8.0000      8   102   17.068  2.5 5.064306 0.013814022 0.002303
401    75     K25    2.000      2    0.0000      0   109   17.441  2.8 4.726846 0.015656660 0.002086
402    75     L20   15.000     15   14.0000     14    67   17.602 -1.1 3.825626 0.014241084 0.001801
403    75     L21    9.000      9   14.0000     14    73   16.830 -1.4 4.260149 0.014195496 0.001732
404    75     L22   37.000     37   73.0000     73    82   17.487 -0.1 4.762806 0.014142943 0.001803
405    75     L23   21.000     21    4.0000      4    92   17.397  1.2 5.095623 0.014065082 0.001973
406    75     L24   11.000     11    7.0000      7   101   17.608  2.1 5.139559 0.014071393 0.002287
407    75     L25   17.000     17   12.0000     12   112   17.441  2.6 4.907496 0.014004040 0.002199
408    75     N20   11.000     11   29.7939     19    60   16.650 -1.2 4.226803 0.014014547 0.001513
409    75     N21   15.000     15   35.7624     24    68   16.959 -1.5 4.659263 0.013547802 0.001949
410    75     N22   14.000     14   48.4810     10    75   17.666 -1.5 4.932028 0.014704910 0.001568
411    75     N24   14.000     14   44.7545     14    87   17.360 -0.4 5.126624 0.013771977 0.002281
412    75     N25    9.000      9    7.2927      4   102   17.654  1.6 5.248365 0.014334626 0.002505
413    75     N26    4.000      4    1.0000      1   110   17.280  2.1 5.396135 0.014423914 0.002565
414    75     N27    5.000      5    0.0000      0   120   17.873  2.4 5.454663 0.014137261 0.002595
415    75     O20    5.000      5    3.8344      2    56   17.214 -1.4 4.336546 0.014288522 0.001493
416    75     O22    7.000      7   29.1180     10    72   18.317 -1.5 4.847791 0.015305537 0.001688
417    75     O24    8.000      8    8.0000      8    84   17.360 -1.1 4.952239 0.014338850 0.001958
418    75     O25   12.000     12   30.2620     15    95   17.654 -0.2 5.291280 0.014905952 0.001766
419    75     O26   23.000     23   27.0000     27   104   17.110  1.8 5.668705 0.013623533 0.001917
420    75     O27   47.000     47   55.0000     55   116   17.873  2.1 5.926751 0.014444706 0.002441
421    75  ON2524    7.000      7    3.7636      3    93   17.654  1.2 5.161146 0.014803010 0.001740
422    75  ON2625    3.000      3    4.0000      4   102   17.654  1.9 5.422878 0.014216243 0.001867
423    75     P20    4.000      2    6.3436      2    53   16.541 -1.3 4.417112 0.013527348 0.001825
424    75     P22    9.000      9    9.8931      3    69   17.975 -1.5 4.755803 0.014511419 0.001909
425    75     P24    0.000      0    3.0000      3    65   17.432 -1.0 4.740611 0.014347497 0.001689
426    75     P25    0.000      0    1.0000      1    75   17.444 -1.1 5.172185 0.005858907 0.001701
427    75     P26   12.000     12    9.0000      9    97   18.020  0.6 5.834477 0.014605540 0.002350
428    75     P27   12.000     12   16.0000     16   108   17.260  1.2 6.220015 0.014115351 0.001956
429    75     P30    0.000      0    1.0000      1   141   17.568  2.4 6.085942 0.013706497 0.002482
430    75     P31    2.000      2    7.0000      7   135   17.362  2.0 5.917210 0.013540714 0.002941
431    75     P32    5.000      5    1.0000      1   141   17.008  2.1 5.049571 0.012877846 0.002357
432    75  PO2423    4.000      4    7.0000      7    76   17.475 -1.3 4.763224 0.014601968 0.001967
433    75  PO2524    4.000      4    8.0000      8    80   17.738 -1.2 5.013459 0.014387317 0.001763
434    75  PO2625    5.000      5    5.0000      5    94   17.955 -0.3 5.502576 0.014673258 0.002079
435    75  PO2726   23.000     23   31.0000     31   106   17.782  1.3 5.964651 0.014091204 0.002411
436    75     Q25    1.000      1    2.0000      2    63   17.533  0.0 5.212280 0.006895825 0.001558
437    75     Q26   36.518     11  187.0551      3    90   19.413 -0.2 5.945693 0.015632713 0.002159
438    75     Q30    7.000      7   11.0000     11   137   18.040  2.1 6.254995 0.014274615 0.002419
439    75     Q31    0.000      0   17.0000     17   147   18.040  2.0 6.005222 0.014006375 0.002255
440    75  QP2524    1.000      1    1.0000      1    60   16.227  0.5 4.899939 0.009324872 0.001514
441    75  QP2625   12.000     12    2.0000      2    87   17.674  0.4 5.642188 0.013995314 0.001856
442    75  QP2726   74.000     74   18.0000     18   100   18.343  0.6 6.156088 0.014455544 0.002417
443    75     R22    1.997      1   34.1248      4    62   18.679 -1.6 5.324870 0.015313941 0.001636
444    75     R26    5.095      1    0.0000      0    86   17.189 -0.8 5.983782 0.013350664 0.002373
445    75     R29  305.150     34  424.2078     27   118   17.438  1.7 6.378360 0.014067725 0.002035
446    75     R30   46.000     46   86.8114     26   129   18.040  2.0 6.348532 0.014479741 0.002400
447    75     R31   26.000     26   69.0000     69   147   18.177  2.0 6.085079 0.014764589 0.002316
448    75     R32    0.000      0    5.0000      5   162   18.177  2.5 5.085583 0.014663897 0.002538
449    75     S28   18.792      5   38.1082      1   102   16.785  1.0 6.443201 0.013340289 0.002063
450    75     S29   92.630     12  404.9183      5   111   16.760  1.7 6.394497 0.013452353 0.002414
451    75     S30   21.999      3  248.4772      4   122   17.873  1.9 6.390598 0.013897558 0.001952
452    75     S31   78.385     12  133.2712      8   132   18.040  2.1 6.093261 0.014232538 0.002154
453    75     T25    2.088      1    7.9795      1    73   18.980 -1.4 5.657105 0.015671389 0.001628
454    75     T30   89.247     12  158.8869      1   117   17.873  1.8 6.407145 0.013954879 0.001966
455    75     U25    1.000      1    9.4361      1    70   17.280 -1.5 5.850253 0.014046061 0.001649
456    75     U26    0.000      0   29.2830      5    76   17.273 -1.4 5.880491 0.013934615 0.001589
457    75     V25    5.000      5    7.6634      1    62   16.656 -1.5 6.051012 0.013330029 0.001749
458    75     V26    0.000      0   14.2167      1    72   17.396 -1.5 5.803262 0.014551172 0.001544
459    85     F18    2.000      2   10.0000     10   107   17.882  2.3 3.309178 0.013930624 0.002155
460    85     F21    1.000      1    0.0000      0    97   17.654  2.3 3.031825 0.014396391 0.002062
461    85     F22   11.000     11    6.0000      6   113   17.814  3.7 3.661512 0.014656710 0.001968
462    85     G18    1.000      1    8.0000      8    81   17.730 -0.5 3.210886 0.015709323 0.001757
463    85     G22    4.000      4    0.0000      0    94   16.924  2.9 3.504983 0.014116886 0.002027
464    85     H18    0.000      0    1.0000      1    74   17.655 -0.7 3.312259 0.015714934 0.001505
465    85     H23    1.000      1    4.0000      4    99   17.653  3.5 4.207180 0.014313227 0.002664
466    85     I18    3.000      3   10.0000     10    71   17.168 -0.2 3.464881 0.014260350 0.001726
467    85     I21    0.000      0    3.0000      3    73   15.877 -0.3 3.407365 0.012535312 0.001424
468    85     I22    6.000      6   10.7552      8    84   16.847  1.8 3.995257 0.013787421 0.002207
469    85     I23   49.000     49   32.0012     22    99   17.100  2.8 4.531773 0.013869834 0.002579
470    85  IH2120    0.000      0    2.0000      2    69   19.724 -0.5 3.084691 0.013939450 0.001573
471    85  IH2221    1.000      1    2.0000      2    74   16.502  2.8 3.536010 0.013586867 0.001467
472    85     J18    0.000      0    4.0000      4    69   17.010 -1.3 3.536167 0.013955533 0.001729
473    85     J19    1.000      1    2.0000      2    70   17.674 -1.4 3.383303 0.016108009 0.001967
474    85     J20    2.000      2   11.0000     11    70   17.531 -1.3 3.420390 0.014342088 0.001781
475    85     J21   17.000     17   44.4672     24    74   21.313 -0.7 3.782849 0.017883537 0.001866
476    85     J22    1.000      1    0.0000      0    86   17.659  1.2 4.363528 0.014132744 0.002204
477    85     J23    7.000      7   13.0000     13    98   17.654  2.0 4.825663 0.014478744 0.002223
478    85     J24   11.000     11   15.0000     15   104   17.238  2.2 4.898352 0.010564225 0.001779
479    85     J25    7.000      7    4.0000      4   108   18.310  2.8 4.497125 0.016933220 0.002364
480    85  JI2019    1.000      1    7.0000      7    66   16.210 -1.4 3.256648 0.013214119 0.001637
481    85  JI2120    0.000      0    3.0000      3    71   16.959 -1.1 3.396841 0.013854358 0.001986
482    85  JI2221    4.000      4    3.0000      3    77   17.237  0.3 3.883140 0.014156848 0.001922
483    85     K20    1.000      1   11.0000     11    69   17.227 -1.4 3.628744 0.014038138 0.001657
484    85     K21    7.000      7   20.0000     20    73   16.812 -1.2 4.014178 0.014244035 0.001774
485    85     K22    9.000      9   45.0000     45    84   17.182  0.3 4.584010 0.014312055 0.001790
486    85     K23   26.000     26    9.0000      9    95   17.373  1.8 5.003959 0.014136851 0.001984
487    85     K24   10.000     10   15.0000     15   102   17.068  2.5 5.064306 0.013814022 0.002303
488    85     K25    1.000      1    4.0000      4   109   17.441  2.8 4.726846 0.015656660 0.002086
489    85     L20   26.000     26   52.0000     52    67   17.602 -1.1 3.825626 0.014241084 0.001801
490    85     L21    9.000      9   33.0000     33    73   16.830 -1.4 4.260149 0.014195496 0.001732
491    85     L22   41.000     41   80.0000     80    82   17.487 -0.1 4.762806 0.014142943 0.001803
492    85     L23   14.000     14    7.0000      7    92   17.397  1.2 5.095623 0.014065082 0.001973
493    85     L24   13.000     13   14.0000     14   101   17.608  2.1 5.139559 0.014071393 0.002287
494    85     L25   26.000     26   11.0000     11   112   17.441  2.6 4.907496 0.014004040 0.002199
495    85     N20    8.000      8   23.5215     15    60   16.650 -1.2 4.226803 0.014014547 0.001513
496    85     N21    7.000      7   13.4109      9    68   16.959 -1.5 4.659263 0.013547802 0.001949
497    85     N22    3.000      3   19.3924      4    75   17.666 -1.5 4.932028 0.014704910 0.001568
498    85     N24    3.000      3   44.6642     20    87   17.360 -0.4 5.126624 0.013771977 0.002281
499    85     N25    7.000      7    1.0000      1   102   17.654  1.6 5.248365 0.014334626 0.002505
500    85     N26    5.000      5    4.0000      4   110   17.280  2.1 5.396135 0.014423914 0.002565
501    85     N27    0.000      0    1.0000      1   120   17.873  2.4 5.454663 0.014137261 0.002595
502    85     O20    1.000      1    1.9172      1    56   17.214 -1.4 4.336546 0.014288522 0.001493
503    85     O22    4.000      4    0.0000      0    72   18.317 -1.5 4.847791 0.015305537 0.001688
504    85     O24    3.000      3    7.0000      7    84   17.360 -1.1 4.952239 0.014338850 0.001958
505    85     O25   10.000     10   13.0000     13    95   17.654 -0.2 5.291280 0.014905952 0.001766
506    85     O26   20.000     20   19.0000     19   104   17.110  1.8 5.668705 0.013623533 0.001917
507    85     O27   32.000     32   35.0000     35   116   17.873  2.1 5.926751 0.014444706 0.002441
508    85  ON2524    4.000      4    6.0000      6    93   17.654  1.2 5.161146 0.014803010 0.001740
509    85  ON2625    3.000      3    7.0000      7   102   17.654  1.9 5.422878 0.014216243 0.001867
510    85     P22    1.000      1    6.5954      2    69   17.975 -1.5 4.755803 0.014511419 0.001909
511    85     P24    0.000      0    1.0000      1    65   17.432 -1.0 4.740611 0.014347497 0.001689
512    85     P25    0.000      0    2.0000      2    75   17.444 -1.1 5.172185 0.005858907 0.001701
513    85     P26   10.000     10    4.0000      4    97   18.020  0.6 5.834477 0.014605540 0.002350
514    85     P27    5.000      5    7.0000      7   108   17.260  1.2 6.220015 0.014115351 0.001956
515    85     P31    2.000      2    8.0000      8   135   17.362  2.0 5.917210 0.013540714 0.002941
516    85  PO2423    0.000      0    2.0000      2    76   17.475 -1.3 4.763224 0.014601968 0.001967
517    85  PO2524    4.000      4   11.0000     11    80   17.738 -1.2 5.013459 0.014387317 0.001763
518    85  PO2625    6.000      6   10.0000     10    94   17.955 -0.3 5.502576 0.014673258 0.002079
519    85  PO2726   12.000     12   31.0000     31   106   17.782  1.3 5.964651 0.014091204 0.002411
520    85     Q26   10.000     10    0.0000      0    90   19.413 -0.2 5.945693 0.015632713 0.002159
521    85     Q30    3.000      3   24.0000     24   137   18.040  2.1 6.254995 0.014274615 0.002419
522    85     Q31    6.000      6   31.0000     31   147   18.040  2.0 6.005222 0.014006375 0.002255
523    85  QP2524    0.000      0    1.0000      1    60   16.227  0.5 4.899939 0.009324872 0.001514
524    85  QP2625    8.000      8    3.0000      3    87   17.674  0.4 5.642188 0.013995314 0.001856
525    85  QP2726   31.000     31   25.0000     25   100   18.343  0.6 6.156088 0.014455544 0.002417
526    85     R29   31.925      8  109.9798      7   118   17.438  1.7 6.378360 0.014067725 0.002035
527    85     R30   44.000     44  106.8448     32   129   18.040  2.0 6.348532 0.014479741 0.002400
528    85     R31   20.000     20   63.0000     63   147   18.177  2.0 6.085079 0.014764589 0.002316
529    85     R32    2.000      2   12.0000     12   162   18.177  2.5 5.085583 0.014663897 0.002538
530    85     S28    5.000      5    0.0000      0   102   16.785  1.0 6.443201 0.013340289 0.002063
531    85     S29   75.980     32  329.4206     20   111   16.760  1.7 6.394497 0.013452353 0.002414
532    85     S30   27.666     15   65.6265      3   122   17.873  1.9 6.390598 0.013897558 0.001952
533    85     S31    9.035      3   40.3178      9   132   18.040  2.1 6.093261 0.014232538 0.002154
534    85     T25    0.000      0    7.9795      1    73   18.980 -1.4 5.657105 0.015671389 0.001628
535    85     T30   28.000     28   11.0000     11   117   17.873  1.8 6.407145 0.013954879 0.001966
536    95     F18    2.000      2    8.0000      8   107   17.882  2.3 3.309178 0.013930624 0.002155
537    95     F22    3.000      3    5.0000      5   113   17.814  3.7 3.661512 0.014656710 0.001968
538    95     G18    0.000      0    7.0000      7    81   17.730 -0.5 3.210886 0.015709323 0.001757
539    95     G22    0.000      0    3.0000      3    94   16.924  2.9 3.504983 0.014116886 0.002027
540    95     H18    4.000      4    4.0000      4    74   17.655 -0.7 3.312259 0.015714934 0.001505
541    95     H23    2.000      2    7.0000      7    99   17.653  3.5 4.207180 0.014313227 0.002664
542    95     I18    6.000      6   21.0000     21    71   17.168 -0.2 3.464881 0.014260350 0.001726
543    95     I21    3.000      3   12.0000     12    73   15.877 -0.3 3.407365 0.012535312 0.001424
544    95     I22   28.000     28   56.4648     42    84   16.847  1.8 3.995257 0.013787421 0.002207
545    95     I23   97.000     97  193.4618    133    99   17.100  2.8 4.531773 0.013869834 0.002579
546    95  IH2120    2.000      2    7.0000      7    69   19.724 -0.5 3.084691 0.013939450 0.001573
547    95     J18    0.000      0    3.0000      3    69   17.010 -1.3 3.536167 0.013955533 0.001729
548    95     J19    0.000      0   11.0000     11    70   17.674 -1.4 3.383303 0.016108009 0.001967
549    95     J20   16.000     16   53.0000     53    70   17.531 -1.3 3.420390 0.014342088 0.001781
550    95     J21   21.000     21  196.3968    106    74   21.313 -0.7 3.782849 0.017883537 0.001866
551    95     J22    2.000      2    2.0000      2    86   17.659  1.2 4.363528 0.014132744 0.002204
552    95     J23   10.000     10   32.0000     32    98   17.654  2.0 4.825663 0.014478744 0.002223
553    95     J24   18.000     18   11.0000     11   104   17.238  2.2 4.898352 0.010564225 0.001779
554    95     J25   14.000     14    7.0000      7   108   18.310  2.8 4.497125 0.016933220 0.002364
555    95  JI2019    2.000      2   10.0000     10    66   16.210 -1.4 3.256648 0.013214119 0.001637
556    95  JI2120    0.000      0   24.0000     24    71   16.959 -1.1 3.396841 0.013854358 0.001986
557    95  JI2221    6.000      6   11.0000     11    77   17.237  0.3 3.883140 0.014156848 0.001922
558    95     K20    8.000      8   14.0000     14    69   17.227 -1.4 3.628744 0.014038138 0.001657
559    95     K21   18.000     18   36.0000     36    73   16.812 -1.2 4.014178 0.014244035 0.001774
560    95     K22   37.000     37   81.0000     81    84   17.182  0.3 4.584010 0.014312055 0.001790
561    95     K23   26.000     26   29.0000     29    95   17.373  1.8 5.003959 0.014136851 0.001984
562    95     K24   16.000     16   17.0000     17   102   17.068  2.5 5.064306 0.013814022 0.002303
563    95     K25    7.000      7    8.0000      8   109   17.441  2.8 4.726846 0.015656660 0.002086
564    95     L20   24.000     24   56.0000     56    67   17.602 -1.1 3.825626 0.014241084 0.001801
565    95     L21   10.000     10   50.0000     50    73   16.830 -1.4 4.260149 0.014195496 0.001732
566    95     L22   32.000     32   50.0000     50    82   17.487 -0.1 4.762806 0.014142943 0.001803
567    95     L23   15.000     15   15.0000     15    92   17.397  1.2 5.095623 0.014065082 0.001973
568    95     L24   18.000     18   24.0000     24   101   17.608  2.1 5.139559 0.014071393 0.002287
569    95     L25   43.000     43   35.0000     35   112   17.441  2.6 4.907496 0.014004040 0.002199
570    95     N20   10.000     10    6.2724      4    60   16.650 -1.2 4.226803 0.014014547 0.001513
571    95     N21    6.000      6    7.4505      5    68   16.959 -1.5 4.659263 0.013547802 0.001949
572    95     N22    2.000      2    4.8481      1    75   17.666 -1.5 4.932028 0.014704910 0.001568
573    95     N24    8.000      8   27.8775     15    87   17.360 -0.4 5.126624 0.013771977 0.002281
574    95     N25    5.000      5    9.0000      9   102   17.654  1.6 5.248365 0.014334626 0.002505
575    95     N26    5.000      5    6.0000      6   110   17.280  2.1 5.396135 0.014423914 0.002565
576    95     N27    2.000      2    6.0000      6   120   17.873  2.4 5.454663 0.014137261 0.002595
577    95     O22    1.000      1    0.0000      0    72   18.317 -1.5 4.847791 0.015305537 0.001688
578    95     O24    2.000      2    2.0000      2    84   17.360 -1.1 4.952239 0.014338850 0.001958
579    95     O25    5.000      5   12.0000     12    95   17.654 -0.2 5.291280 0.014905952 0.001766
580    95     O26    8.000      8   23.0000     23   104   17.110  1.8 5.668705 0.013623533 0.001917
581    95     O27   36.000     36   26.0000     26   116   17.873  2.1 5.926751 0.014444706 0.002441
582    95  ON2524    6.000      6    7.0000      7    93   17.654  1.2 5.161146 0.014803010 0.001740
583    95  ON2625    3.000      3    3.0000      3   102   17.654  1.9 5.422878 0.014216243 0.001867
584    95     P26   20.000     20    6.0000      6    97   18.020  0.6 5.834477 0.014605540 0.002350
585    95     P27    8.000      8    7.0000      7   108   17.260  1.2 6.220015 0.014115351 0.001956
586    95     P30    1.000      1    4.0000      4   141   17.568  2.4 6.085942 0.013706497 0.002482
587    95     P31    0.000      0    4.0000      4   135   17.362  2.0 5.917210 0.013540714 0.002941
588    95     P32    3.000      3    2.0000      2   141   17.008  2.1 5.049571 0.012877846 0.002357
589    95  PO2423    1.000      1    2.0000      2    76   17.475 -1.3 4.763224 0.014601968 0.001967
590    95  PO2524    0.000      0    3.0000      3    80   17.738 -1.2 5.013459 0.014387317 0.001763
591    95  PO2625    4.000      4    7.0000      7    94   17.955 -0.3 5.502576 0.014673258 0.002079
592    95  PO2726    8.000      8   20.0000     20   106   17.782  1.3 5.964651 0.014091204 0.002411
